run_id,run_at,protocol,code,build_id,slice,hypothesis,n_raw,n_declustered,hit_rate,base_rate,edge,expectancy,p,survived
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:higher_lows+ma_50_rising+market_up,925,756,0.5079365079365079,0.43385097321763744,0.07408553471887047,0.0037593611364427205,0.001999000499750125,True
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:higher_lows+ma_50_rising+rvol_high,135,123,0.5609756097560976,0.43363549045503663,0.12734011930106098,0.012066063306344974,0.008995502248875561,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:higher_lows+ma_50_rising+volume_dry,293,263,0.4752851711026616,0.43363549045503663,0.041649680647624976,0.0018007238768721653,0.22688655672163918,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:higher_lows+market_up+rvol_high,172,157,0.5477707006369427,0.43152250700491335,0.11624819363202932,0.012330809172381822,0.004997501249375313,True
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:higher_lows+market_up+volume_dry,318,276,0.463768115942029,0.4316923567132672,0.03207575922876177,0.0003904640192709196,0.3618190904547726,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:higher_lows+rvol_high+volume_dry,0,0,,0.4325326910641198,,,1.0,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout,14300,8509,0.4215536490774474,0.4323737099402499,-0.01082006086280246,-0.005261434748138014,0.1679160419790105,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+above_ma_50,12884,7649,0.4246306706759053,0.4329108446168058,-0.00828017394090047,-0.004791667998270405,0.3458270864567716,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_resistance,2296,1969,0.42407313357034027,0.43316091681298347,-0.0090877832426432,-0.0028215359856189983,0.5097451274362819,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+at_support,1539,1368,0.39473684210526316,0.43316091681298347,-0.0384240747077203,-0.006753558995386629,0.010994502748625687,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+breadth_positive,9984,6183,0.41581756428918,0.43266022757132505,-0.016842663282145065,-0.005609445149198034,0.10794602698650675,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+ma_50_rising,9467,5537,0.44049124074408524,0.43363549045503663,0.006855750289048612,-0.0033395274888839833,0.49375312343828087,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+market_up,11050,6664,0.4188175270108043,0.43152250700491335,-0.012704979994109022,-0.005160330050198222,0.19990004997501248,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+rvol_high,9283,6332,0.4129816803537587,0.4323737099402499,-0.019392029586491166,-0.006364401126484819,0.029985007496251874,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+volume_dry,147,122,0.5983606557377049,0.4325326910641198,0.16582796467358513,0.028432044412426236,0.0009995002498750624,True
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+above_ma_50+at_resistance,2237,1919,0.42470036477331946,0.43316091681298347,-0.008460552039664004,-0.002728533411339783,0.5367316341829086,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+above_ma_50+at_support,1475,1317,0.39711465451784356,0.43316091681298347,-0.03604626229513991,-0.006671303336280035,0.01899050474762619,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+above_ma_50+breadth_positive,9121,5635,0.4165039929015084,0.43324282339373543,-0.01673883049222702,-0.005339902639725682,0.12893553223388307,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+above_ma_50+ma_50_rising,9458,5530,0.44086799276672695,0.43363549045503663,0.007232502311690314,-0.003313091867313722,0.47276361819090457,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+above_ma_50+market_up,10447,6278,0.42099394711691623,0.43310347137611527,-0.012109524259199034,-0.004892246234455971,0.23888055972013994,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+above_ma_50+rvol_high,8386,5712,0.4164915966386555,0.4329108446168058,-0.01641924797815031,-0.005647133436310361,0.09395302348825588,False
discover-2026-09-24T07:38:18+00:00,2026-09-24T07:38:18+00:00,0106fab4dc2f35a2,ca09aadca6c719d7,5,discover,k3:breakout+above_ma_50+volume_dry,127,104,0.5961538461538461,0.4329108446168058,0.16324300153704036,0.0321552988347565,0.0009995002498750624,True
